 ,Genus,species,family,status,priority,collected by feb 2021,,,,,,,
Flowering plants,Adoxa,moschatellina,Adoxaceae,dtol,,,,,,,,,
Flowering plants,Sambucus,ebulus,Adoxaceae,dtol,,,,,,,,,
Flowering plants,Sambucus,nigra,Adoxaceae,dtol_other_priority,yes,yes,,,,,,,
Flowering plants,Viburnum,lantana,Adoxaceae,dtol_family_representative,yes,,,,,,,,
Flowering plants,Viburnum,opulus,Adoxaceae,dtol,,,,,,,,,
Flowering plants,Carpobrotus,edulis,Aizoaceae,dtol_other_priority,,,,,,,,,
Flowering plants,Disphyma,crassifolium,Aizoaceae,dtol_family_representative,yes,,,,,,,,
Flowering plants,Alisma,gramineum,Alismataceae,dtol,,,,,,,,,
Flowering plants,Alisma,lanceolatum,Alismataceae,dtol,,,,,,,,,
Flowering plants,Alisma,plantago-aquatica,Alismataceae,dtol_family_representative,yes,,,,,,,,
Flowering plants,Baldellia,ranunculoides,Alismataceae,dtol,,,,,,,,,
Flowering plants,Damasonium,alisma,Alismataceae,dtol,,,,,,,,,
Flowering plants,Luronium,natans,Alismataceae,dtol,,,,,,,,,
Flowering plants,Sagittaria,latifolia,Alismataceae,dtol,,,,,,,,,
Flowering plants,Sagittaria,sagittifolia,Alismataceae,dtol,,,,,,,,,
Flowering plants,Atriplex,glabriuscula,Amaranthaceae,dtol,,,,,,,,,
Flowering plants,Atriplex,laciniata,Amaranthaceae,dtol,,,,,,,,,
Flowering plants,Atriplex,littoralis,Amaranthaceae,dtol,,,,,,,,,
Flowering plants,Atriplex,longipes,Amaranthaceae,dtol,,,,,,,,,
Flowering plants,Atriplex,patula,Amaranthaceae,dtol,,,,,,,,,
Flowering plants,Atriplex,pedunculata,Amaranthaceae,dtol,,,,,,,,,
Flowering plants,Atriplex,portulacoides,Amaranthaceae,dtol,,,,,,,,,
Flowering plants,Atriplex,praecox,Amaranthaceae,dtol_family_representative,yes,,,,,,,,
Flowering plants,Atriplex,prostrata,Amaranthaceae,dtol,,,,,,,,,
Flowering plants,Blitum,bonus-henricus,Amaranthaceae,dtol,,,,,,,,,
Flowering plants,Chenopodiastrum,hybridum,Amaranthaceae,dtol,,,,,,,,,
Flowering plants,Chenopodiastrum,murale,Amaranthaceae,dtol,,,,,,,,,
Flowering plants,Chenopodium,album,Amaranthaceae,dtol,,,,,,,,,
Flowering plants,Chenopodium,ficifolium,Amaranthaceae,dtol,,,,,,,,,
Flowering plants,Chenopodium,vulvaria,Amaranthaceae,dtol,,,,,,,,,
Flowering plants,Lipandra,polysperma,Amaranthaceae,dtol,,,,,,,,,
Flowering plants,Oxybasis,chenopodioides,Amaranthaceae,dtol,,,,,,,,,
Flowering plants,Oxybasis,glauca,Amaranthaceae,dtol,,,,,,,,,
Flowering plants,Oxybasis,rubra,Amaranthaceae,dtol,,,,,,,,,
Flowering plants,Oxybasis,urbica,Amaranthaceae,dtol,,,,,,,,,
Flowering plants,Salicornia,disarticulata,Amaranthaceae,dtol,,,,,,,,,
Flowering plants,Salicornia,dolichostachya,Amaranthaceae,dtol,,,,,,,,,
Flowering plants,Salicornia,emerici,Amaranthaceae,dtol,,,,,,,,,
Flowering plants,Salicornia,europaea,Amaranthaceae,dtol,,,,,,,,,
Flowering plants,Salicornia,fragilis,Amaranthaceae,dtol,,,,,,,,,
Flowering plants,Salicornia,nitens,Amaranthaceae,dtol,,,,,,,,,
Flowering plants,Salicornia,obscura,Amaranthaceae,dtol_other_priority,yes,,,,,,,,
Flowering plants,Salicornia,ramosissima,Amaranthaceae,dtol,,,,,,,,,
Flowering plants,Sarcocornia,perennis,Amaranthaceae,dtol_family_representative,yes,,,,,,,,
Flowering plants,Suaeda,maritima,Amaranthaceae,dtol,,,,,,,,,
Flowering plants,Suaeda,vera,Amaranthaceae,dtol_other_priority,yes,yes,,,,,,,
Flowering plants,Allium,ampeloprasum,Amaryllidaceae,dtol,,,,,,,,,
Flowering plants,Allium,oleraceum,Amaryllidaceae,dtol,,,,,,,,,
Flowering plants,Allium,paradoxum,Amaryllidaceae,dtol,,,,,,,,,
Flowering plants,Allium,schoenoprasum,Amaryllidaceae,dtol_family_representative,yes,,,,,,,,
Flowering plants,Allium,scorodoprasum,Amaryllidaceae,dtol,,,,,,,,,
Flowering plants,Allium,sphaerocephalon,Amaryllidaceae,dtol,,,,,,,,,
Flowering plants,Allium,triquetrum,Amaryllidaceae,dtol,,,,,,,,,
Flowering plants,Allium,ursinum,Amaryllidaceae,dtol,,,,,,,,,
Flowering plants,Allium,vineale,Amaryllidaceae,dtol,,,,,,,,,
Flowering plants,Narcissus,pseudonarcissus,Amaryllidaceae,dtol_other_priority,yes,,,,,,,,
Flowering plants,Aegopodium,podagraria,Apiaceae,dtol,,,,,,,,,
Flowering plants,Aethusa,cynapium,Apiaceae,dtol,,,,,,,,,
Flowering plants,Angelica,archangelica,Apiaceae,dtol,,,,,,,,,
Flowering plants,Angelica,sylvestris,Apiaceae,dtol,,,,,,,,,
Flowering plants,Anthriscus,caucalis,Apiaceae,dtol,,,,,,,,,
Flowering plants,Anthriscus,sylvestris,Apiaceae,dtol_family_representative,yes,,,,,,,,
Flowering plants,Apium,graveolens,Apiaceae,dtol,,,,,,,,,
Flowering plants,Berula,erecta,Apiaceae,dtol,,,,,,,,,
Flowering plants,Bunium,bulbocastanum,Apiaceae,dtol,,,,,,,,,
Flowering plants,Bupleurum,baldense,Apiaceae,dtol,,,,,,,,,
Flowering plants,Bupleurum,rotundifolium,Apiaceae,dtol,,,,,,,,,
Flowering plants,Bupleurum,tenuissimum,Apiaceae,dtol,,,,,,,,,
Flowering plants,Carum,carvi,Apiaceae,dtol,,,,,,,,,
Flowering plants,Caucalis,platycarpos,Apiaceae,dtol,,,,,,,,,
Flowering plants,Chaerophyllum,temulum,Apiaceae,dtol,,,,,,,,,
Flowering plants,Cicuta,virosa,Apiaceae,dtol,,,,,,,,,
Flowering plants,Conium,maculatum,Apiaceae,dtol,,,,,,,,,
Flowering plants,Conopodium,majus,Apiaceae,dtol,,,,,,,,,
Flowering plants,Crithmum,maritimum,Apiaceae,dtol_other_priority,,yes,,,,,,,
Flowering plants,Daucus,carota,Apiaceae,dtol_family_representative,yes,yes,,,,,,,
Flowering plants,Eryngium,campestre,Apiaceae,dtol,,,,,,,,,
Flowering plants,Eryngium,maritimum,Apiaceae,dtol,,,,,,,,,
Flowering plants,Foeniculum,vulgare,Apiaceae,dtol,,,,,,,,,
Flowering plants,Helosciadium,inundatum,Apiaceae,dtol,,,,,,,,,
Flowering plants,Helosciadium,nodiflorum,Apiaceae,dtol,,,,,,,,,
Flowering plants,Helosciadium,repens,Apiaceae,dtol,,,,,,,,,
Flowering plants,Heracleum,mantegazzianum,Apiaceae,dtol_other_priority,yes,,,,,,,,
Flowering plants,Heracleum,sphondylium,Apiaceae,dtol,,,,,,,,,
Flowering plants,Imperatoria,ostruthium,Apiaceae,dtol,,,,,,,,,
Flowering plants,Ligusticum,scoticum,Apiaceae,dtol,,,,,,,,,
Flowering plants,Meum,athamanticum,Apiaceae,dtol,,,,,,,,,
Flowering plants,Oenanthe,aquatica,Apiaceae,dtol,,,,,,,,,
Flowering plants,Oenanthe,crocata,Apiaceae,dtol,,,,,,,,,
Flowering plants,Oenanthe,fistulosa,Apiaceae,dtol,,,,,,,,,
Flowering plants,Oenanthe,fluviatilis,Apiaceae,dtol,,,,,,,,,
Flowering plants,Oenanthe,lachenalii,Apiaceae,dtol,,,,,,,,,
Flowering plants,Oenanthe,pimpinelloides,Apiaceae,dtol,,,,,,,,,
Flowering plants,Oenanthe,silaifolia,Apiaceae,dtol,,,,,,,,,
Flowering plants,Pastinaca,sativa,Apiaceae,dtol,,,,,,,,,
Flowering plants,Petroselinum,crispum,Apiaceae,dtol,,,,,,,,,
Flowering plants,Peucedanum,officinale,Apiaceae,dtol,,,,,,,,,
Flowering plants,Physospermum,cornubiense,Apiaceae,dtol,,,,,,,,,
Flowering plants,Pimpinella,major,Apiaceae,dtol,,,,,,,,,
Flowering plants,Pimpinella,saxifraga,Apiaceae,dtol,,,,,,,,,
Flowering plants,Sanicula,europaea,Apiaceae,dtol,,,,,,,,,
Flowering plants,Scandix,pecten-veneris,Apiaceae,dtol,,,,,,,,,
Flowering plants,Selinum,carvifolia,Apiaceae,dtol,,,,,,,,,
Flowering plants,Seseli,libanotis,Apiaceae,dtol,,,,,,,,,
Flowering plants,Silaum,silaus,Apiaceae,dtol,,,,,,,,,
Flowering plants,Sison,amomum,Apiaceae,dtol,,,,,,,,,
Flowering plants,Sison,segetum,Apiaceae,dtol,,,,,,,,,
Flowering plants,Sium,latifolium,Apiaceae,dtol,,,,,,,,,
Flowering plants,Smyrnium,olusatrum,Apiaceae,dtol,,,,,,,,,
Flowering plants,Thysselinum,palustre,Apiaceae,dtol,,,,,,,,,
Flowering plants,Torilis,arvensis,Apiaceae,dtol,,,,,,,,,
Flowering plants,Torilis,japonica,Apiaceae,dtol,,,,,,,,,
Flowering plants,Torilis,nodosa,Apiaceae,dtol,,,,,,,,,
Flowering plants,Trinia,glauca,Apiaceae,dtol,,,,,,,,,
Flowering plants,Trocdaris,verticillata,Apiaceae,dtol,,,,,,,,,
Flowering plants,Vinca,minor,Apocynaceae,dtol_family_representative,yes,,,,,,,,
Flowering plants,Aponogeton,distachyos,Aponogetonaceae,dtol_family_representative,yes,yes,,,,,,,
Flowering plants,Ilex,aquifolium,Aquifoliaceae,dtol_family_representative,yes,yes,,,,,,,
Flowering plants,Arum,italicum,Araceae,dtol,,,,,,,,,
Flowering plants,Arum,maculatum,Araceae,dtol_family_representative,yes,,,,,,,,
Flowering plants,Lemna,gibba,Araceae,dtol_other_priority,yes,,,,,,,,
Flowering plants,Lemna,minor,Araceae,dtol,,,,,,,,,
Flowering plants,Lemna,minuta,Araceae,dtol,,,,,,,,,
Flowering plants,Lemna,trisulca,Araceae,dtol,,,,,,,,,
Flowering plants,Lemna,turionifera,Araceae,dtol,,,,,,,,,
Flowering plants,Lysichiton,americanus,Araceae,dtol_other_priority,yes,,,,,,,,
Flowering plants,Spirodela,polyrhiza,Araceae,dtol,,,,,,,,,
Flowering plants,Wolffia,arrhiza,Araceae,dtol,,,,,,,,,
Flowering plants,Hedera,helix,Araliaceae,dtol_family_representative,yes,yes,,,,,,,
Flowering plants,Hedera,hibernica,Araliaceae,dtol,,,,,,,,,
Flowering plants,Asparagus,prostratus,Asparagaceae,dtol,,,,,,,,,
Flowering plants,Convallaria,majalis,Asparagaceae,dtol,,,,,,,,,
Flowering plants,Hyacinthoides,hispanica,Asparagaceae,dtol,,,,,,,,,
Flowering plants,Hyacinthoides,non-scripta,Asparagaceae,dtol_other_priority,yes,,,,,,,,
Flowering plants,Maianthemum,bifolium,Asparagaceae,dtol,,,,,,,,,
Flowering plants,Ornithogalum,pyrenaicum,Asparagaceae,dtol,,,,,,,,,
Flowering plants,Polygonatum,multiflorum,Asparagaceae,dtol,,,,,,,,,
Flowering plants,Polygonatum,odoratum,Asparagaceae,dtol,,,,,,,,,
Flowering plants,Polygonatum,verticillatum,Asparagaceae,dtol,,,,,,,,,
Flowering plants,Ruscus,aculeatus,Asparagaceae,dtol,,,,,,,,,
Flowering plants,Scilla,autumnalis,Asparagaceae,dtol,,,,,,,,,
Flowering plants,Scilla,verna,Asparagaceae,dtol_family_representative,yes,,,,,,,,
Ferns & fern allies,Asplenium,adiantum-nigrum,Aspleniaceae,dtol,,,,,,,,,
Ferns & fern allies,Asplenium,ceterach,Aspleniaceae,dtol,,,,,,,,,
Ferns & fern allies,Asplenium,marinum,Aspleniaceae,dtol,,,,,,,,,
Ferns & fern allies,Asplenium,obovatum,Aspleniaceae,dtol,,,,,,,,,
Ferns & fern allies,Asplenium,onopteris,Aspleniaceae,dtol,,,,,,,,,
Ferns & fern allies,Asplenium,ruta-muraria,Aspleniaceae,dtol_other_priority,,yes,,,,,,,
Ferns & fern allies,Asplenium,scolopendrium,Aspleniaceae,dtol_family_representative,yes,yes,,,,,,,
Ferns & fern allies,Asplenium,septentrionale,Aspleniaceae,dtol,,,,,,,,,
Ferns & fern allies,Asplenium,trichomanes,Aspleniaceae,dtol,,,,,,,,,
Ferns & fern allies,Asplenium,viride,Aspleniaceae,dtol_family_representative,yes,,,,,,,,
Flowering plants,Achillea,maritima,Asteraceae,dtol,,,,,,,,,
Flowering plants,Achillea,millefolium,Asteraceae,dtol,,,,,,,,,
Flowering plants,Achillea,ptarmica,Asteraceae,dtol_other_priority,yes,,,,,,,,
Flowering plants,Antennaria,dioica,Asteraceae,dtol,,,,,,,,,
Flowering plants,Anthemis,arvensis,Asteraceae,dtol,,,,,,,,,
Flowering plants,Anthemis,cotula,Asteraceae,dtol,,,,,,,,,
Flowering plants,Arctium,lappa,Asteraceae,dtol,,,,,,,,,
Flowering plants,Arctium,minus,Asteraceae,dtol_other_priority,,yes,,,,,,,
Flowering plants,Arnoseris,minima,Asteraceae,dtol,,,,,,,,,
Flowering plants,Artemisia,absinthium,Asteraceae,dtol_family_representative,yes,,,,,,,,
Flowering plants,Artemisia,campestris,Asteraceae,dtol,,,,,,,,,
Flowering plants,Artemisia,maritima,Asteraceae,dtol,,,,,,,,,
Flowering plants,Artemisia,norvegica,Asteraceae,dtol,,,,,,,,,
Flowering plants,Artemisia,vulgaris,Asteraceae,dtol,,,,,,,,,
Flowering plants,Aster,lanceolatus,Asteraceae,dtol,,,,,,,,,
Flowering plants,Bellis,perennis,Asteraceae,dtol_family_representative,yes,yes,,,,,,,
Flowering plants,Bidens,cernua,Asteraceae,dtol,,,,,,,,,
Flowering plants,Bidens,tripartita,Asteraceae,dtol,,,,,,,,,
Flowering plants,Calendula,officinalis,Asteraceae,dtol_other_priority,yes,,,,,,,,
Flowering plants,Carduus,crispus,Asteraceae,dtol,,,,,,,,,
Flowering plants,Carduus,nutans,Asteraceae,dtol,,,,,,,,,
Flowering plants,Carduus,tenuiflorus,Asteraceae,dtol,,,,,,,,,
Flowering plants,Carlina,vulgaris,Asteraceae,dtol,,,,,,,,,
Flowering plants,Centaurea,calcitrapa,Asteraceae,dtol,,,,,,,,,
Flowering plants,Centaurea,cyanus,Asteraceae,dtol,,,,,,,,,
Flowering plants,Centaurea,nigra,Asteraceae,dtol,,,,,,,,,
Flowering plants,Centaurea,scabiosa,Asteraceae,dtol,,,,,,,,,
Flowering plants,Chamaemelum,nobile,Asteraceae,dtol_other_priority,,yes,,,,,,,
Flowering plants,Cicerbita,alpina,Asteraceae,dtol_other_priority,yes,yes,,,,,,,
Flowering plants,Cichorium,intybus,Asteraceae,dtol_other_priority,yes,,,,,,,,
Flowering plants,Cirsium,acaule,Asteraceae,dtol,,,,,,,,,
Flowering plants,Cirsium,arvense,Asteraceae,dtol,,,,,,,,,
Flowering plants,Cirsium,dissectum,Asteraceae,dtol,,,,,,,,,
Flowering plants,Cirsium,eriophorum,Asteraceae,dtol,,,,,,,,,
Flowering plants,Cirsium,heterophyllum,Asteraceae,dtol,,,,,,,,,
Flowering plants,Cirsium,palustre,Asteraceae,dtol,,,,,,,,,
Flowering plants,Cirsium,tuberosum,Asteraceae,dtol,,,,,,,,,
Flowering plants,Cirsium,vulgare,Asteraceae,dtol,,,,,,,,,
Flowering plants,Crepis,biennis,Asteraceae,dtol,,,,,,,,,
Flowering plants,Crepis,capillaris,Asteraceae,dtol,,,,,,,,,
Flowering plants,Crepis,foetida,Asteraceae,dtol,,,,,,,,,
Flowering plants,Crepis,mollis,Asteraceae,dtol,,,,,,,,,
Flowering plants,Crepis,paludosa,Asteraceae,dtol,,,,,,,,,
Flowering plants,Crepis,praemorsa,Asteraceae,dtol,,,,,,,,,
Flowering plants,Erigeron,acris,Asteraceae,dtol,,,,,,,,,
Flowering plants,Erigeron,borealis,Asteraceae,dtol,,,,,,,,,
Flowering plants,Eupatorium,cannabinum,Asteraceae,dtol_other_priority,yes,yes,,,,,,,
Flowering plants,Filago,germanica,Asteraceae,dtol,,,,,,,,,
Flowering plants,Filago,lutescens,Asteraceae,dtol,,,,,,,,,
Flowering plants,Filago,pyramidata,Asteraceae,dtol,,,,,,,,,
Flowering plants,Galatella,linosyris,Asteraceae,dtol,,,,,,,,,
Flowering plants,Glebionis,segetum,Asteraceae,dtol,,,,,,,,,
Flowering plants,Gnaphalium,uliginosum,Asteraceae,dtol,,,,,,,,,
Flowering plants,Helminthotheca,echioides,Asteraceae,dtol,,,,,,,,,
Flowering plants,Hieracium,agg,Asteraceae,,,,,,,,,,
Flowering plants,Homogyne,alpina,Asteraceae,dtol,,,,,,,,,
Flowering plants,Hypochaeris,glabra,Asteraceae,dtol,,,,,,,,,
Flowering plants,Hypochaeris,maculata,Asteraceae,dtol,,,,,,,,,
Flowering plants,Hypochaeris,radicata,Asteraceae,dtol,,,,,,,,,
Flowering plants,Inula,conyzae,Asteraceae,dtol,,,,,,,,,
Flowering plants,Inula,helenium,Asteraceae,dtol,,,,,,,,,
Flowering plants,Inula,salicina,Asteraceae,dtol,,,,,,,,,
Flowering plants,Jacobaea,aquatica,Asteraceae,dtol,,,,,,,,,
Flowering plants,Jacobaea,erucifolia,Asteraceae,dtol,,,,,,,,,
Flowering plants,Jacobaea,paludosa,Asteraceae,dtol,,,,,,,,,
Flowering plants,Jacobaea,vulgaris,Asteraceae,dtol,,,,,,,,,
Flowering plants,Lactuca,muralis,Asteraceae,,,yes,,,,,,,
Flowering plants,Lactuca,saligna,Asteraceae,dtol_other_priority,yes,,,,,,,,
Flowering plants,Lactuca,serriola,Asteraceae,dtol,,,,,,,,,
Flowering plants,Lactuca,virosa,Asteraceae,dtol,,,,,,,,,
Flowering plants,Lapsana,communis,Asteraceae,dtol,,,,,,,,,
Flowering plants,Leontodon,hispidus,Asteraceae,dtol,,,,,,,,,
Flowering plants,Leontodon,saxatilis,Asteraceae,dtol,,,,,,,,,
Flowering plants,Leucanthemum,vulgare,Asteraceae,dtol,,,,,,,,,
Flowering plants,Limbarda,crithmoides,Asteraceae,dtol,,,,,,,,,
Flowering plants,Logfia,gallica,Asteraceae,dtol,,,,,,,,,
Flowering plants,Logfia,minima,Asteraceae,dtol,,,,,,,,,
Flowering plants,Matricaria,chamomilla,Asteraceae,dtol,,,,,,,,,
Flowering plants,Mycelis,muralis,Asteraceae,dtol_other_priority,,,,,,,,,
Flowering plants,Omalotheca,norvegica,Asteraceae,dtol,,,,,,,,,
Flowering plants,Omalotheca,supina,Asteraceae,dtol,,,,,,,,,
Flowering plants,Omalotheca,sylvatica,Asteraceae,dtol,,,,,,,,,
Flowering plants,Onopordum,acanthium,Asteraceae,dtol,,,,,,,,,
Flowering plants,Petasites,albus,Asteraceae,dtol,,,,,,,,,
Flowering plants,Petasites,fragrans,Asteraceae,dtol,,,,,,,,,
Flowering plants,Petasites,hybridus,Asteraceae,dtol,,,,,,,,,
Flowering plants,Petasites,japonicus,Asteraceae,dtol,,,,,,,,,
Flowering plants,Picris,hieracioides,Asteraceae,dtol,,,,,,,,,
Flowering plants,Pilosella,officinarum,Asteraceae,dtol,,,,,,,,,
Flowering plants,Pilosella,peleteriana,Asteraceae,dtol,,,,,,,,,
Flowering plants,Pulicaria,dysenterica,Asteraceae,dtol_other_priority,,yes,,,,,,,
Flowering plants,Pulicaria,vulgaris,Asteraceae,dtol,,,,,,,,,
Flowering plants,Saussurea,alpina,Asteraceae,dtol,,,,,,,,,
Flowering plants,Scorzonera,humilis,Asteraceae,dtol,,,,,,,,,
Flowering plants,Scorzoneroides,autumnalis,Asteraceae,dtol,,,,,,,,,
Flowering plants,Senecio,cambrensis,Asteraceae,dtol,,,,,,,,,
Flowering plants,Senecio,sylvaticus,Asteraceae,dtol,,,,,,,,,
Flowering plants,Senecio,vulgaris,Asteraceae,dtol,,,,,,,,,
Flowering plants,Serratula,tinctoria,Asteraceae,dtol,,,,,,,,,
Flowering plants,Silybum,marianum,Asteraceae,dtol,,,,,,,,,
Flowering plants,Solidago,virgaurea,Asteraceae,dtol,,,,,,,,,
Flowering plants,Sonchus,arvensis,Asteraceae,dtol,,,,,,,,,
Flowering plants,Sonchus,asper,Asteraceae,dtol,,,,,,,,,
Flowering plants,Sonchus,oleraceus,Asteraceae,dtol,,,,,,,,,
Flowering plants,Sonchus,palustris,Asteraceae,dtol,,,,,,,,,
Flowering plants,Tanacetum,parthenium,Asteraceae,dtol,,,,,,,,,
Flowering plants,Tanacetum,vulgare,Asteraceae,dtol_family_representative,yes,yes,,,,,,,
Flowering plants,Taraxacum,agg,Asteraceae,,,,,,,,,,
Flowering plants,Tephroseris,palustris,Asteraceae,dtol,,,,,,,,,
Flowering plants,Tragopogon,pratensis,Asteraceae,dtol,,,,,,,,,
Flowering plants,Tripleurospermum,inodorum,Asteraceae,dtol,,,,,,,,,
Flowering plants,Tripleurospermum,maritimum,Asteraceae,dtol,,,,,,,,,
Flowering plants,Tripolium,pannonicum,Asteraceae,dtol,,,,,,,,,
Flowering plants,Tussilago,farfara,Asteraceae,dtol,,,,,,,,,
Flowering plants,Impatiens,glandulifera,Balsaminaceae,dtol_family_representative,yes,yes,,,,,,,
Flowering plants,Impatiens,noli-tangere,Balsaminaceae,dtol_other_priority,,yes,,,,,,,
Flowering plants,Berberis,vulgaris,Berberidaceae,dtol_family_representative,yes,,,,,,,,
Flowering plants,Mahonia,aquifolium,Berberidaceae,dtol_family_representative,yes,,,,,,,,
Flowering plants,Alnus,glutinosa,Betulaceae,dtol_family_representative,yes,yes,,,,,,,
Flowering plants,Alnus,incana,Betulaceae,dtol,,,,,,,,,
Flowering plants,Betula,nana,Betulaceae,dtol_family_representative,yes,yes,,,,,,,
Flowering plants,Betula,pendula,Betulaceae,dtol,,,,,,,,,
Flowering plants,Betula,pubescens,Betulaceae,dtol,,,,,,,,,
Flowering plants,Carpinus,betulus,Betulaceae,dtol,,,,,,,,,
Flowering plants,Corylus,avellana,Betulaceae,dtol,,,,,,,,,
Ferns & fern allies,Blechnum,spicant,Blechnaceae,dtol_family_representative,yes,yes,,,,,,,
Flowering plants,Aegonychon,purpureocaeruleum,Boraginaceae,dtol,,,,,,,,,
Flowering plants,Borago,officinalis,Boraginaceae,dtol,,yes,,,,,,,
Flowering plants,Buglossoides,arvensis,Boraginaceae,dtol,,,,,,,,,
Flowering plants,Cynoglossum,germanicum,Boraginaceae,dtol,,,,,,,,,
Flowering plants,Cynoglossum,officinale,Boraginaceae,dtol,,,,,,,,,
Flowering plants,Echium,plantagineum,Boraginaceae,dtol,,,,,,,,,
Flowering plants,Echium,vulgare,Boraginaceae,dtol,,,,,,,,,
Flowering plants,Lithospermum,officinale,Boraginaceae,dtol,,,,,,,,,
Flowering plants,Mertensia,maritima,Boraginaceae,dtol_family_representative,yes,,,,,,,,
Flowering plants,Myosotis,alpestris,Boraginaceae,dtol,,,,,,,,,
Flowering plants,Myosotis,arvensis,Boraginaceae,dtol,,,,,,,,,
Flowering plants,Myosotis,discolor,Boraginaceae,dtol,,,,,,,,,
Flowering plants,Myosotis,laxa,Boraginaceae,dtol,,,,,,,,,
Flowering plants,Myosotis,ramosissima,Boraginaceae,dtol,,,,,,,,,
Flowering plants,Myosotis,scorpioides,Boraginaceae,dtol,,,,,,,,,
Flowering plants,Myosotis,secunda,Boraginaceae,dtol,,,,,,,,,
Flowering plants,Myosotis,sicula,Boraginaceae,dtol,,,,,,,,,
Flowering plants,Myosotis,stolonifera,Boraginaceae,dtol,,,,,,,,,
Flowering plants,Myosotis,sylvatica,Boraginaceae,dtol_family_representative,yes,,,,,,,,
Flowering plants,Pentaglottis,sempervirens,Boraginaceae,dtol,,,,,,,,,
Flowering plants,Pulmonaria,longifolia,Boraginaceae,dtol,,,,,,,,,
Flowering plants,Pulmonaria,obscura,Boraginaceae,dtol,,,,,,,,,
Flowering plants,Symphytum,officinale,Boraginaceae,dtol,,,,,,,,,
Flowering plants,Alliaria,petiolata,Brassicaceae,dtol,,,,,,,,,
Flowering plants,Arabidopsis,petraea,Brassicaceae,dtol,,,,,,,,,
Flowering plants,Arabidopsis,thaliana,Brassicaceae,dtol_other_priority,,yes,,,,,,,
Flowering plants,Arabis,alpina,Brassicaceae,dtol,,,,,,,,,
Flowering plants,Arabis,hirsuta,Brassicaceae,dtol,,,,,,,,,
Flowering plants,Arabis,scabra,Brassicaceae,dtol,,,,,,,,,
Flowering plants,Armoracia,rusticana,Brassicaceae,dtol,,,,,,,,,
Flowering plants,Barbarea,vulgaris,Brassicaceae,dtol,,,,,,,,,
Flowering plants,Brassica,nigra,Brassicaceae,dtol,,,,,,,,,
Flowering plants,Brassica,oleracea,Brassicaceae,dtol_family_representative,yes,yes,,,,,,,
Flowering plants,Brassica,rapa,Brassicaceae,dtol,,,,,,,,,
Flowering plants,Cakile,maritima,Brassicaceae,dtol_family_representative,yes,yes,,,,,,,
Flowering plants,Camelina,sativa,Brassicaceae,dtol,,,,,,,,,
Flowering plants,Capsella,bursa-pastoris,Brassicaceae,dtol,,,,,,,,,
Flowering plants,Cardamine,amara,Brassicaceae,dtol,,,,,,,,,
Flowering plants,Cardamine,bulbifera,Brassicaceae,dtol,,,,,,,,,
Flowering plants,Cardamine,flexuosa,Brassicaceae,dtol,,,,,,,,,
Flowering plants,Cardamine,hirsuta,Brassicaceae,dtol,,,,,,,,,
Flowering plants,Cardamine,impatiens,Brassicaceae,dtol,,,,,,,,,
Flowering plants,Cardamine,pratensis,Brassicaceae,dtol,,,,,,,,,
Flowering plants,Cardamine,raphanifolia,Brassicaceae,dtol,,,,,,,,,
Flowering plants,Cochlearia,anglica,Brassicaceae,dtol,,,,,,,,,
Flowering plants,Cochlearia,danica,Brassicaceae,dtol,,,,,,,,,
Flowering plants,Cochlearia,micacea,Brassicaceae,dtol,,,,,,,,,
Flowering plants,Cochlearia,officinalis,Brassicaceae,dtol,,,,,,,,,
Flowering plants,Cochlearia,pyrenaica,Brassicaceae,dtol,,,,,,,,,
Flowering plants,Coincya,wrightii,Brassicaceae,dtol_other_priority,yes,,,,,,,,
Flowering plants,Crambe,maritima,Brassicaceae,dtol,,,,,,,,,
Flowering plants,Descurainia,sophia,Brassicaceae,dtol,,,,,,,,,
Flowering plants,Diplotaxis,tenuifolia,Brassicaceae,dtol,,,,,,,,,
Flowering plants,Draba,aizoides,Brassicaceae,dtol,,,,,,,,,
Flowering plants,Draba,incana,Brassicaceae,dtol,,,,,,,,,
Flowering plants,Draba,norvegica,Brassicaceae,dtol,,,,,,,,,
Flowering plants,Drabella,muralis,Brassicaceae,dtol,,,,,,,,,
Flowering plants,Erophila,glabrescens,Brassicaceae,dtol,,,,,,,,,
Flowering plants,Erophila,majuscula,Brassicaceae,dtol,,,,,,,,,
Flowering plants,Erophila,verna,Brassicaceae,dtol,,,,,,,,,
Flowering plants,Erysimum,cheiranthoides,Brassicaceae,dtol,,,,,,,,,
Flowering plants,Erysimum,cheiri,Brassicaceae,dtol,,,,,,,,,
Flowering plants,Hornungia,petraea,Brassicaceae,dtol,,,,,,,,,
Flowering plants,Iberis,amara,Brassicaceae,dtol,,,,,,,,,
Flowering plants,Isatis,tinctoria,Brassicaceae,dtol,,,,,,,,,
Flowering plants,Lepidium,campestre,Brassicaceae,dtol,,,,,,,,,
Flowering plants,Lepidium,coronopus,Brassicaceae,dtol,,,,,,,,,
Flowering plants,Lepidium,heterophyllum,Brassicaceae,dtol,,,,,,,,,
Flowering plants,Lepidium,latifolium,Brassicaceae,dtol,,,,,,,,,
Flowering plants,Lepidium,ruderale,Brassicaceae,dtol,,,,,,,,,
Flowering plants,Matthiola,sinuata,Brassicaceae,dtol,,,,,,,,,
Flowering plants,Microthlaspi,perfoliatum,Brassicaceae,dtol,,,,,,,,,
Flowering plants,Nasturtium,microphyllum,Brassicaceae,dtol,,,,,,,,,
