Plant group,Family,Genus,Species,Status,Priority,Collected in 2020,"""Black list"" (collected/sequenced by others)",Collected by RBGE after jan2021,Collected by RBGK after jan2021,Notes
Bryophyte,Flexitrichaceae,Flexitrichum,flexicaule,dtol_family_representative,yes,,,,,
Bryophyte,Flexitrichaceae,Flexitrichum,gracile,dtol_family_representative,yes,,,,,
Bryophyte,Fontinalaceae,Fontinalis,antipyretica,dtol_family_representative,yes,yes,,,,
Bryophyte,Fontinalaceae,Fontinalis,squamosa,dtol_family_representative,yes,,,,,
Bryophyte,Fontinalaceae,Fontinalis,antipyretica,dtol,,,,,,
Bryophyte,Fossombroniaceae,Fossombronia,pusilla,dtol_family_representative,yes,,,,,
Bryophyte,Fossombroniaceae,Fossombronia,wondraczekii,dtol_family_representative,yes,,,,,
Bryophyte,Fossombroniaceae,Fossombronia,angulosa,dtol,,,,,,
Bryophyte,Fossombroniaceae,Fossombronia,caespitiformis,dtol,,,,,,
Bryophyte,Fossombroniaceae,Fossombronia,fimbriata,dtol,,,,,,
Bryophyte,Fossombroniaceae,Fossombronia,foveolata,dtol,,,,,,
Bryophyte,Fossombroniaceae,Fossombronia,husnotii,dtol,,,,,,
Bryophyte,Fossombroniaceae,Fossombronia,incurva,dtol,,,,,,
Bryophyte,Fossombroniaceae,Fossombronia,maritima,dtol,,,,,,
Bryophyte,Fossombroniaceae,Fossombronia,mittenii,dtol,,,,,,
Bryophyte,Frullaniaceae,Frullania,dilatata,dtol_family_representative,yes,yes,,,,
Bryophyte,Frullaniaceae,Frullania,tamarisci,dtol_family_representative,yes,yes,,,,
Bryophyte,Frullaniaceae,Frullania,fragilifolia,dtol,,,,,,
Bryophyte,Frullaniaceae,Frullania,microphylla,dtol,,,,,,
Bryophyte,Frullaniaceae,Frullania,teneriffae,dtol,,,,,,
Bryophyte,Funariaceae,Entosthodon,attenuatus,dtol,,,,,,
Bryophyte,Funariaceae,Entosthodon,fascicularis,dtol,,,,,,
Bryophyte,Funariaceae,Entosthodon,mouretii,dtol,,,,,,
Bryophyte,Funariaceae,Entosthodon,muhlenbergii,dtol,,,,,,
Bryophyte,Funariaceae,Entosthodon,obtusus,dtol,,,,,,
Bryophyte,Funariaceae,Entosthodon,pulchellus,dtol,,,,,,
Bryophyte,Funariaceae,Funaria,hygrometrica,dtol_family_representative,,,,,,
Bryophyte,Funariaceae,Physcomitrium,pyriforme,dtol_family_representative,yes,,,,,
Bryophyte,Funariaceae,Physcomitrium,eurystomum,dtol,,,,,,
Bryophyte,Funariaceae,Physcomitrium,patens,dtol,,,,,,
Bryophyte,Funariaceae,Physcomitrium,readeri,dtol,,,,,,
Bryophyte,Funariaceae,Physcomitrium,sphaericum,dtol,,,,,,
Bryophyte,Geocalycaceae,Geocalyx,graveolens,dtol_family_representative,yes,,,,,
Bryophyte,Grimmiaceae,Coscinodon,cribrosus,dtol,,,,,,
Bryophyte,Grimmiaceae,Grimmia,ramondii,dtol_family_representative,,yes,,,,
Bryophyte,Grimmiaceae,Grimmia,alpestris,dtol,,,,,,
Bryophyte,Grimmiaceae,Grimmia,anodon,dtol,,,,,,
Bryophyte,Grimmiaceae,Grimmia,anomala,dtol,,,,,,
Bryophyte,Grimmiaceae,Grimmia,arenaria,dtol,,,,,,
Bryophyte,Grimmiaceae,Grimmia,atrata,dtol,,,,,,
Bryophyte,Grimmiaceae,Grimmia,crinita,dtol,,,,,,
Bryophyte,Grimmiaceae,Grimmia,decipiens,dtol,,,,,,
Bryophyte,Grimmiaceae,Grimmia,dissimulata,dtol,,,,,,
Bryophyte,Grimmiaceae,Grimmia,donniana,dtol,,,,,,
Bryophyte,Grimmiaceae,Grimmia,elatior,dtol,,,,,,
Bryophyte,Grimmiaceae,Grimmia,elongata,dtol,,,,,,
Bryophyte,Grimmiaceae,Grimmia,funalis,dtol,,,,,,
Bryophyte,Grimmiaceae,Grimmia,hartmanii,dtol,,,,,,
Bryophyte,Grimmiaceae,Grimmia,incurva,dtol,,,,,,
Bryophyte,Grimmiaceae,Grimmia,laevigata,dtol,,,,,,
Bryophyte,Grimmiaceae,Grimmia,lisae,dtol,,,,,,
Bryophyte,Grimmiaceae,Grimmia,longirostris,dtol,,,,,,
Bryophyte,Grimmiaceae,Grimmia,montana,dtol,,,,,,
Bryophyte,Grimmiaceae,Grimmia,muehlenbeckii,dtol,,,,,,
Bryophyte,Grimmiaceae,Grimmia,orbicularis,dtol,,,,,,
Bryophyte,Grimmiaceae,Grimmia,ovalis,dtol,,,,,,
Bryophyte,Grimmiaceae,Grimmia,pulvinata,dtol,yes,,,,,
Bryophyte,Grimmiaceae,Grimmia,reflexidens,dtol,,,,,,
Bryophyte,Grimmiaceae,Grimmia,tergestina,dtol,,,,,,
Bryophyte,Grimmiaceae,Grimmia,torquata,dtol,,,,,,
Bryophyte,Grimmiaceae,Grimmia,trichophylla,dtol,,,,,,
Bryophyte,Grimmiaceae,Grimmia,unicolor,dtol,,,,,,
Bryophyte,Grimmiaceae,Racomitrium,lanuginosum,dtol_family_representative,,yes,,,,
Bryophyte,Grimmiaceae,Racomitrium,aciculare,dtol,,,,,,
Bryophyte,Grimmiaceae,Racomitrium,affine,dtol,,,,,,
Bryophyte,Grimmiaceae,Racomitrium,aquaticum,dtol,,,,,,
Bryophyte,Grimmiaceae,Racomitrium,canescens,dtol,,,,,,
Bryophyte,Grimmiaceae,Racomitrium,ellipticum,dtol,,,,,,
Bryophyte,Grimmiaceae,Racomitrium,elongatum,dtol,,,,,,
Bryophyte,Grimmiaceae,Racomitrium,ericoides,dtol,,,,,,
Bryophyte,Grimmiaceae,Racomitrium,fasciculare,dtol,yes,,,,,
Bryophyte,Grimmiaceae,Racomitrium,heterostichum,dtol,,,,,,
Bryophyte,Grimmiaceae,Racomitrium,himalayanum,dtol,,,,,,
Bryophyte,Grimmiaceae,Racomitrium,macounii,dtol,,,,,,
Bryophyte,Grimmiaceae,Racomitrium,obtusum,dtol,,,,,,
Bryophyte,Grimmiaceae,Racomitrium,sudeticum,dtol,,,,,,
Bryophyte,Grimmiaceae,Schistidium,agassizii,dtol,,,,,,
Bryophyte,Grimmiaceae,Schistidium,apocarpum,dtol,,,,,,
Bryophyte,Grimmiaceae,Schistidium,atrofuscum,dtol,,,,,,
Bryophyte,Grimmiaceae,Schistidium,confertum,dtol,,,,,,
Bryophyte,Grimmiaceae,Schistidium,crassipilum,dtol,,,,,,
Bryophyte,Grimmiaceae,Schistidium,dupretii,dtol,,,,,,
Bryophyte,Grimmiaceae,Schistidium,elegantulum,dtol,,,,,,
Bryophyte,Grimmiaceae,Schistidium,flaccidum,dtol,,,,,,
Bryophyte,Grimmiaceae,Schistidium,flexipile,dtol,,,,,,
Bryophyte,Grimmiaceae,Schistidium,frigidum,dtol,,,,,,
Bryophyte,Grimmiaceae,Schistidium,helveticum,dtol,,,,,,
Bryophyte,Grimmiaceae,Schistidium,maritimum,dtol,,,,,,
Bryophyte,Grimmiaceae,Schistidium,papillosum,dtol,,,,,,
Bryophyte,Grimmiaceae,Schistidium,platyphyllum,dtol,,,,,,
Bryophyte,Grimmiaceae,Schistidium,pruinosum,dtol,,,,,,
Bryophyte,Grimmiaceae,Schistidium,rivulare,dtol,,,,,,
Bryophyte,Grimmiaceae,Schistidium,robustum,dtol,,,,,,
Bryophyte,Grimmiaceae,Schistidium,strictum,dtol,,yes,,,,
Bryophyte,Grimmiaceae,Schistidium,trichodon,dtol,,,,,,
Bryophyte,Gymnomitriaceae,Gymnomitrion,adustum,dtol,,,,,,
Bryophyte,Gymnomitriaceae,Gymnomitrion,alpinum,dtol,,,,,,
Bryophyte,Gymnomitriaceae,Gymnomitrion,brevissimum,dtol,,,,,,
Bryophyte,Gymnomitriaceae,Gymnomitrion,concinnatum,dtol,,,,,,
Bryophyte,Gymnomitriaceae,Gymnomitrion,corallioides,dtol,,,,,,
Bryophyte,Gymnomitriaceae,Gymnomitrion,crenulatum,dtol,,,,,,
Bryophyte,Gymnomitriaceae,Gymnomitrion,obtusum,dtol,,,,yes,,
Bryophyte,Gymnomitriaceae,Marsupella,emarginata,dtol_family_representative,yes,yes,,,,
Bryophyte,Gymnomitriaceae,Marsupella,apiculata,dtol,,,,,,
Bryophyte,Gymnomitriaceae,Marsupella,arctica,dtol,,,,,,
Bryophyte,Gymnomitriaceae,Marsupella,boeckii,dtol,,,,,,
Bryophyte,Gymnomitriaceae,Marsupella,condensata,dtol,,,,,,
Bryophyte,Gymnomitriaceae,Marsupella,funckii,dtol,,,,,,
Bryophyte,Gymnomitriaceae,Marsupella,profunda,dtol,,,,,,
Bryophyte,Gymnomitriaceae,Marsupella,sparsifolia,dtol,,,,,,
Bryophyte,Gymnomitriaceae,Marsupella,sphacelata,dtol,,,,,,
Bryophyte,Gymnomitriaceae,Marsupella,sprucei,dtol,,,,,,
Bryophyte,Gymnomitriaceae,Marsupella,stableri,dtol,,,,,,
Bryophyte,Gymnomitriaceae,Nardia,scalaris,dtol_family_representative,yes,,,yes,,
Bryophyte,Gymnomitriaceae,Nardia,breidleri,dtol,,,,,,
Bryophyte,Gymnomitriaceae,Nardia,compressa,dtol,,,,,,
Bryophyte,Gymnomitriaceae,Nardia,geoscyphus,dtol,,,,,,
Bryophyte,Gymnomitriaceae,Nardia,insecta,dtol,,,,,,
Bryophyte,Habrodontaceae,Habrodon,perpusillus,dtol_family_representative,yes,,,,,
Bryophyte,Haplomitriaceae,Haplomitrium,hookeri,dtol_family_representative,yes,,,,,
Bryophyte,Harpanthaceae,Harpanthus,flotovianus,dtol_family_representative,yes,,,,,
Bryophyte,Harpanthaceae,Harpanthus,scutatus,dtol_family_representative,yes,,,,,
Bryophyte,Hedwigiaceae,Braunia,imberbis,dtol,yes,,,,,
Bryophyte,Hedwigiaceae,Hedwigia,stellata,dtol_family_representative,yes,,,,,
Bryophyte,Hedwigiaceae,Hedwigia,ciliata,dtol,,,,,,
Bryophyte,Hedwigiaceae,Hedwigia,striata,dtol,,,,,,
Bryophyte,Herbertaceae,Herbertus,borealis,dtol_family_representative,yes,,,,,
Bryophyte,Herbertaceae,Herbertus,hutchinsiae,dtol_family_representative,yes,,,,,
Bryophyte,Herbertaceae,Herbertus,norenus,dtol,,,,,,
Bryophyte,Herbertaceae,Herbertus,stramineus,dtol,,,,,,
Bryophyte,Heterocladiellaceae,Heterocladiella,dimorpha,dtol_family_representative,yes,,,,,
Bryophyte,Hookeriaceae,Hookeria,lucens,dtol_family_representative,yes,,,yes,,
Bryophyte,Hygrobiellaceae,Hygrobiella,laxifolia,dtol_family_representative,yes,,,,,
Bryophyte,Hylocomiaceae,Hageniella,micans,dtol,,,,,,
Bryophyte,Hylocomiaceae,Hylocomiadelphus,triquetrus,dtol_family_representative,,,,,,
Bryophyte,Hylocomiaceae,Hylocomiastrum,pyrenaicum,dtol,,,,,,
Bryophyte,Hylocomiaceae,Hylocomiastrum,umbratum,dtol,,,,,,
Bryophyte,Hylocomiaceae,Hylocomium,splendens,dtol,yes,yes,,,,
Bryophyte,Hylocomiaceae,Hylocomium,armoricum,dtol_family_representative,yes,,,,,
Bryophyte,Hylocomiaceae,Loeskeobryum,brevirostre,dtol,,,,,,
Bryophyte,Hylocomiaceae,Pleurozium,schreberi,dtol,,yes,,,,
Bryophyte,Hylocomiaceae,Rhytidiadelphus,squarrosus,dtol_family_representative,,yes,,,,
Bryophyte,Hylocomiaceae,Rhytidiadelphus,loreus,dtol,yes,yes,,,,
Bryophyte,Hylocomiaceae,Rhytidiadelphus,subpinnatus,dtol,,,,,,
Bryophyte,Hypnaceae,Hypnum,andoi,dtol_family_representative,yes,yes,,,,
Bryophyte,Hypnaceae,Hypnum,cupressiforme,dtol_family_representative,,yes,,,,
Bryophyte,Hypnaceae,Hypnum,imponens,dtol,,,,,,
Bryophyte,Hypnaceae,Hypnum,jutlandicum,dtol,yes,,,,,
Bryophyte,Hypnaceae,Hypnum,uncinulatum,dtol,,,,,,
Bryophyte,Jubulaceae,Jubula,hutchinsiae,dtol_family_representative,yes,,,,,
Bryophyte,Jungermanniaceae,Eremonotus,myriocarpus,dtol,,,,,,
Bryophyte,Jungermanniaceae,Jungermannia,eucordifolia,dtol_family_representative,,,,yes,,
Bryophyte,Jungermanniaceae,Jungermannia,atrovirens,dtol,,,,,,
Bryophyte,Jungermanniaceae,Jungermannia,borealis,dtol,,,,,,
Bryophyte,Jungermanniaceae,Jungermannia,polaris,dtol,,,,,,
Bryophyte,Jungermanniaceae,Jungermannia,pumila,dtol,yes,,,,,
Bryophyte,Jungermanniaceae,Liochlaena,lanceolata,dtol,,,,,,
Bryophyte,Jungermanniaceae,Mesoptychia,bantriensis,dtol_family_representative,yes,,,yes,,
Bryophyte,Jungermanniaceae,Mesoptychia,badensis,dtol,,,,,,
Bryophyte,Jungermanniaceae,Mesoptychia,collaris,dtol,,,,,,
Bryophyte,Jungermanniaceae,Mesoptychia,fitzgeraldiae,dtol,,,,,,
Bryophyte,Jungermanniaceae,Mesoptychia,gillmanii,dtol,,,,,,
Bryophyte,Jungermanniaceae,Mesoptychia,heterocolpos,dtol,,,,,,
Bryophyte,Jungermanniaceae,Mesoptychia,rutheana,dtol,,,,,,
Bryophyte,Jungermanniaceae,Mesoptychia,turbinata,dtol,,,,,,
Bryophyte,Lejeuneaceae,Cololejeunea,calcarea,dtol,,,,,,
Bryophyte,Lejeuneaceae,Cololejeunea,microscopica,dtol,,,,,,
Bryophyte,Lejeuneaceae,Cololejeunea,rossettiana,dtol,,,,,,
Bryophyte,Lejeuneaceae,Colura,calyptrifolia,dtol,,,,,,
Bryophyte,Lejeuneaceae,Drepanolejeunea,hamatifolia,dtol,,,,,,
Bryophyte,Lejeuneaceae,Harpalejeunea,molleri,dtol,,,,,,
Bryophyte,Lejeuneaceae,Lejeunea,patens,dtol_family_representative,,yes,,,,
Bryophyte,Lejeuneaceae,Lejeunea,cavifolia,dtol,yes,,,,,
Bryophyte,Lejeuneaceae,Lejeunea,eckloniana,dtol,,,,,,
Bryophyte,Lejeuneaceae,Lejeunea,flava,dtol,,,,,,
Bryophyte,Lejeuneaceae,Lejeunea,hibernica,dtol,,,,,,
Bryophyte,Lejeuneaceae,Lejeunea,lamacerina,dtol,,,,,,
Bryophyte,Lejeuneaceae,Lejeunea,mandonii,dtol,,,,,,
Bryophyte,Lejeuneaceae,Marchesinia,mackaii,dtol_family_representative,yes,,,,,
Bryophyte,Lejeuneaceae,Microlejeunea,ulicina,dtol,,,,,,
Bryophyte,Lejeuneaceae,Myriocoleopsis,minutissima,dtol,,,,,,
Bryophyte,Lembophyllaceae,Heterocladium,flaccidum,dtol,,,,,,
Bryophyte,Lembophyllaceae,Heterocladium,heteropterum,dtol,yes,,,,,
Bryophyte,Lembophyllaceae,Heterocladium,wulfsbergii,dtol,,,,,,
Bryophyte,Lembophyllaceae,Isothecium,alopecuroides,dtol_family_representative,yes,yes,,,,
Bryophyte,Lembophyllaceae,Isothecium,myosuroides,dtol_family_representative,,yes,,,,
Bryophyte,Lembophyllaceae,Isothecium,holtii,dtol,,,,,,
Bryophyte,Lembophyllaceae,Isothecium,interludens,dtol,,,,,,
Bryophyte,Lepidoziaceae,Bazzania,tricrenata,dtol_family_representative,yes,,,,,
Bryophyte,Lepidoziaceae,Bazzania,pearsonii,dtol,yes,,,,,
Bryophyte,Lepidoziaceae,Bazzania,trilobata,dtol,,,,,,
Bryophyte,Lepidoziaceae,Kurzia,pauciflora,dtol,,,,,,
Bryophyte,Lepidoziaceae,Kurzia,sylvatica,dtol,,,,,,
Bryophyte,Lepidoziaceae,Kurzia,trichoclados,dtol,,,,,,
Bryophyte,Lepidoziaceae,Lepidozia,reptans,dtol_family_representative,yes,yes,,,,
Bryophyte,Lepidoziaceae,Lepidozia,cupressina,dtol,,,,,,
Bryophyte,Lepidoziaceae,Lepidozia,pearsonii,dtol,,,,,,
Bryophyte,Lepidoziaceae,Telaranea,europaea,dtol,,,,,,
Bryophyte,Lepidoziaceae,Tricholepidozia,lindenbergii,dtol,,,,,,
Bryophyte,Lepidoziaceae,Tricholepidozia,tetradactyla,dtol,,,,,,
Bryophyte,Leskeaceae,Leskea,polycarpa,dtol_family_representative,yes,,,,,
Bryophyte,Leucobryaceae,Campylopus,atrovirens,dtol_family_representative,,yes,,,,
Bryophyte,Leucobryaceae,Campylopus,brevipilus,dtol,,,,,,
Bryophyte,Leucobryaceae,Campylopus,flexuosus,dtol,,,,,,
Bryophyte,Leucobryaceae,Campylopus,fragilis,dtol,,,,,,
Bryophyte,Leucobryaceae,Campylopus,gracilis,dtol,,,,,,
Bryophyte,Leucobryaceae,Campylopus,introflexus,dtol,,,,,,
Bryophyte,Leucobryaceae,Campylopus,pilifer,dtol,,,,,,
Bryophyte,Leucobryaceae,Campylopus,pyriformis,dtol,yes,,,,,
Bryophyte,Leucobryaceae,Campylopus,schimperi,dtol,,,,,,
Bryophyte,Leucobryaceae,Campylopus,setifolius,dtol,,,,,,
Bryophyte,Leucobryaceae,Campylopus,shawii,dtol,,,,,,
Bryophyte,Leucobryaceae,Campylopus,subulatus,dtol,,,,,,
Bryophyte,Leucobryaceae,Dicranodontium,asperulum,dtol,,,,,,
Bryophyte,Leucobryaceae,Dicranodontium,denudatum,dtol,,,,,,
Bryophyte,Leucobryaceae,Dicranodontium,subporodictyon,dtol,,,,,,
Bryophyte,Leucobryaceae,Dicranodontium,uncinatum,dtol,,,,,,
Bryophyte,Leucobryaceae,Leucobryum,glaucum,dtol_family_representative,yes,,,,,
Bryophyte,Leucobryaceae,Leucobryum,juniperoideum,dtol,,,,,,
Bryophyte,Leucodontaceae,Leucodon,sciuroides,dtol_family_representative,yes,,,,,
Bryophyte,Leucodontaceae,Nogopterium,gracile,dtol_family_representative,yes,,,,,
Bryophyte,Lophocoleaceae,Chiloscyphus,pallescens,dtol_family_representative,,,,,,
Bryophyte,Lophocoleaceae,Chiloscyphus,polyanthos,dtol,yes,,,,,
Bryophyte,Lophocoleaceae,Heteroscyphus,fissistipus,dtol,,,,,,
Bryophyte,Lophocoleaceae,Leptoscyphus,cuneifolius,dtol,,,,,,
Bryophyte,Lophocoleaceae,Lophocolea,bidentata,dtol_family_representative,yes,yes,,,,
Bryophyte,Lophocoleaceae,Lophocolea,bispinosa,dtol,,,,,,
Bryophyte,Lophocoleaceae,Lophocolea,brookwoodiana,dtol,,,,,,
Bryophyte,Lophocoleaceae,Lophocolea,fragrans,dtol,,,,,,
Bryophyte,Lophocoleaceae,Lophocolea,heterophylla,dtol,,,,,,
Bryophyte,Lophocoleaceae,Lophocolea,semiteres,dtol,,,,,,
Bryophyte,Lophoziaceae,Heterogemma,capitata,dtol,,,,,,
Bryophyte,Lophoziaceae,Lophozia,ventricosa,dtol_family_representative,yes,,,,,
Bryophyte,Lophoziaceae,Lophozia,excisa,dtol,,,,,,
Bryophyte,Lophoziaceae,Lophozia,guttulata,dtol,,,,,,
Bryophyte,Lophoziaceae,Lophozia,longidens,dtol,,,,,,
Bryophyte,Lophoziaceae,Lophozia,wenzelii,dtol,,,,,,
Bryophyte,Lophoziaceae,Tritomaria,quinquedentata,dtol_family_representative,,yes,,,,
Bryophyte,Lophoziaceae,Tritomaria,exsecta,dtol,,,,,,
Bryophyte,Lophoziaceae,Tritomaria,exsectiformis,dtol,yes,,,,,
Bryophyte,Lunulariaceae,Lunularia,cruciata,dtol_family_representative,yes,yes,,,,
Bryophyte,Marchantiaceae,Marchantia,polymorpha,dtol_family_representative,yes,,,,,
Bryophyte,Marchantiaceae,Marchantia,quadrata,dtol_family_representative,yes,,,yes,,
Bryophyte,Mastigophoraceae,Mastigophora,woodsii,dtol_family_representative,yes,,,,,
Bryophyte,Meesiaceae,Amblyodon,dealbatus,dtol,,,,,,
Bryophyte,Meesiaceae,Leptobryum,pyriforme,dtol_family_representative,yes,,,,,
Bryophyte,Meesiaceae,Meesia,uliginosa,dtol_family_representative,yes,,,,,
Bryophyte,Meesiaceae,Meesia,triquetra,dtol,,,,,,
Bryophyte,Meesiaceae,Paludella,squarrosa,dtol,,,,,,
Bryophyte,Metzgeriaceae,Metzgeria,furcata,dtol_family_representative,yes,yes,,,,
Bryophyte,Metzgeriaceae,Metzgeria,violacea,dtol_family_representative,yes,,,,,
Bryophyte,Metzgeriaceae,Metzgeria,conjugata,dtol,,,,yes,,
Bryophyte,Metzgeriaceae,Metzgeria,consanguinea,dtol,,,,,,
Bryophyte,Metzgeriaceae,Metzgeria,leptoneura,dtol,,,,,,
Bryophyte,Metzgeriaceae,Metzgeria,pubescens,dtol,,,,,,
Bryophyte,Micromitriaceae,Micromitrium,tenerum,dtol_family_representative,yes,,,,,
Bryophyte,Mniaceae,Cinclidium,stygium,dtol,,,,,,
Bryophyte,Mniaceae,Epipterygium,tozeri,dtol,,,,,,
Bryophyte,Mniaceae,Mielichhoferia,elongata,dtol,,,,,,
Bryophyte,Mniaceae,Mielichhoferia,mielichhoferiana,dtol,yes,,,,,
Bryophyte,Mniaceae,Mnium,hornum,dtol_family_representative,,yes,,,,
Bryophyte,Mniaceae,Mnium,lycopodioides,dtol,,,,,,
Bryophyte,Mniaceae,Mnium,marginatum,dtol,,,,,,
Bryophyte,Mniaceae,Mnium,spinosum,dtol,,,,,,
Bryophyte,Mniaceae,Mnium,stellare,dtol,,,,,,
Bryophyte,Mniaceae,Mnium,thomsonii,dtol,,,,,,
Bryophyte,Mniaceae,Plagiomnium,undulatum,dtol_family_representative,yes,yes,,,,
Bryophyte,Mniaceae,Plagiomnium,affine,dtol,,,,,,
Bryophyte,Mniaceae,Plagiomnium,cuspidatum,dtol,,,,,,
Bryophyte,Mniaceae,Plagiomnium,elatum,dtol,,,,,,
Bryophyte,Mniaceae,Plagiomnium,ellipticum,dtol,,,,,,
Bryophyte,Mniaceae,Plagiomnium,medium,dtol,,,,,,
Bryophyte,Mniaceae,Plagiomnium,rostratum,dtol,,,,,,
Bryophyte,Mniaceae,Pohlia,andalusica,dtol,,,,,,
Bryophyte,Mniaceae,Pohlia,annotina,dtol,,,,,,
Bryophyte,Mniaceae,Pohlia,bulbifera,dtol,,,,,,
Bryophyte,Mniaceae,Pohlia,camptotrachela,dtol,,,,,,
Bryophyte,Mniaceae,Pohlia,cruda,dtol,,,,,,
Bryophyte,Mniaceae,Pohlia,crudoides,dtol,,,,,,
Bryophyte,Mniaceae,Pohlia,drummondii,dtol,,,,,,
Bryophyte,Mniaceae,Pohlia,elongata,dtol,,,,,,
Bryophyte,Mniaceae,Pohlia,filum,dtol,,,,,,
Bryophyte,Mniaceae,Pohlia,flexuosa,dtol,,,,,,
Bryophyte,Mniaceae,Pohlia,lescuriana,dtol,,,,,,
Bryophyte,Mniaceae,Pohlia,ludwigii,dtol,,,,,,
Bryophyte,Mniaceae,Pohlia,lutescens,dtol,,,,,,
Bryophyte,Mniaceae,Pohlia,melanodon,dtol,,,,,,
Bryophyte,Mniaceae,Pohlia,nutans,dtol,,,,,,
Bryophyte,Mniaceae,Pohlia,obtusifolia,dtol,,,,,,
Bryophyte,Mniaceae,Pohlia,proligera,dtol,,,,,,
Bryophyte,Mniaceae,Pohlia,scotica,dtol,,,,,,
Bryophyte,Mniaceae,Pohlia,wahlenbergii,dtol,,,,,,
Bryophyte,Mniaceae,Pseudobryum,cinclidioides,dtol,,,,,,
Bryophyte,Mniaceae,Rhizomnium,magnifolium,dtol,,,,,,
Bryophyte,Mniaceae,Rhizomnium,pseudopunctatum,dtol,,,,,,
Bryophyte,Mniaceae,Rhizomnium,punctatum,dtol,,,,yes,,
Bryophyte,Moerckiaceae,Moerckia,blyttii,dtol_family_representative,yes,,,,,
Bryophyte,Moerckiaceae,Moerckia,hibernica,dtol_family_representative,,,,,,
Bryophyte,Moerckiaceae,Moerckia,flotoviana,dtol,yes,,,,,
Bryophyte,Myliaceae,Mylia,anomala,dtol_family_representative,yes,,,,,
Bryophyte,Myliaceae,Mylia,taylorii,dtol_family_representative,yes,,,yes,,
Bryophyte,Myriniaceae,Myrinia,pulvinata,dtol_family_representative,yes,,,,,
Bryophyte,Myuriaceae,Ctenidium,molluscum,dtol_family_representative,yes,yes,,,,
Bryophyte,Myuriaceae,Myurium,hochstetteri,dtol,,,,,,
Bryophyte,Neckeraceae,Homalia,trichomanoides,dtol,,,,,,
Bryophyte,Neckeraceae,Neckera,pumila,dtol_family_representative,,yes,,,,
Bryophyte,Neckeraceae,Neckera,complanata,dtol,yes,,,,,
Bryophyte,Neckeraceae,Neckera,crispa,dtol,,yes,,,,
Bryophyte,Neckeraceae,Neckera,pennata,dtol,,,,,,
Bryophyte,Neckeraceae,Neckera,smithii,dtol,,,,,,
Bryophyte,Neckeraceae,Pseudanomodon,attenuatus,dtol,,,,,,
Bryophyte,Neckeraceae,Thamnobryum,alopecurum,dtol_family_representative,yes,yes,,,,
Bryophyte,Neckeraceae,Thamnobryum,angustifolium,dtol,,,,,,
Bryophyte,Neckeraceae,Thamnobryum,cataractarum,dtol,,,,,,
Bryophyte,Neckeraceae,Thamnobryum,maderense,dtol,,,,,,
Bryophyte,Notothyladaceae,Phaeoceros,carolinianus,dtol_family_representative,yes,,,,,
Bryophyte,Notothyladaceae,Phaeoceros,laevis,dtol_family_representative,yes,,,,,
Bryophyte,Oedipodiaceae,Oedipodium,griffithianum,dtol_family_representative,yes,,,,,
Bryophyte,Orthodontiaceae,Leptotheca,gaudichaudii,dtol,,,,,,
Bryophyte,Orthodontiaceae,Orthodontium,lineare,dtol_family_representative,yes,,,,,
Bryophyte,Orthodontiaceae,Orthodontium,gracile,dtol,,,,,,
Bryophyte,Orthotrichaceae,Codonoblepharon,forsteri,dtol,,,,,,
Bryophyte,Orthotrichaceae,Lewinskya,acuminata,dtol,,,,,,
Bryophyte,Orthotrichaceae,Lewinskya,affinis,dtol,,,,,,
Bryophyte,Orthotrichaceae,Lewinskya,rupestris,dtol,,,,,,
Bryophyte,Orthotrichaceae,Lewinskya,shawii,dtol,,,,,,
Bryophyte,Orthotrichaceae,Lewinskya,speciosa,dtol,,,,,,
Bryophyte,Orthotrichaceae,Lewinskya,striata,dtol,,,,,,
Bryophyte,Orthotrichaceae,Nyholmiella,gymnostoma,dtol,,,,,,
Bryophyte,Orthotrichaceae,Nyholmiella,obtusifolia,dtol,,,,,,
Bryophyte,Orthotrichaceae,Orthotrichum,alpestre,dtol,,,,,,
Bryophyte,Orthotrichaceae,Orthotrichum,anomalum,dtol,,,,,,
Bryophyte,Orthotrichaceae,Orthotrichum,cambrense,dtol,,,,,,
Bryophyte,Orthotrichaceae,Orthotrichum,columbicum,dtol,,,,,,
Bryophyte,Orthotrichaceae,Orthotrichum,cupulatum,dtol,,,,,,
Bryophyte,Orthotrichaceae,Orthotrichum,diaphanum,dtol,,,,,,
Bryophyte,Orthotrichaceae,Orthotrichum,pallens,dtol,,,,,,
Bryophyte,Orthotrichaceae,Orthotrichum,patens,dtol,,,,,,
Bryophyte,Orthotrichaceae,Orthotrichum,pulchellum,dtol,,,,,,
Bryophyte,Orthotrichaceae,Orthotrichum,pumilum,dtol,,,,,,
Bryophyte,Orthotrichaceae,Orthotrichum,rivulare,dtol,,,,,,
Bryophyte,Orthotrichaceae,Orthotrichum,rogeri,dtol,,,,,,
Bryophyte,Orthotrichaceae,Orthotrichum,scanicum,dtol,,,,,,
Bryophyte,Orthotrichaceae,Orthotrichum,schimperi,dtol,,,,,,
Bryophyte,Orthotrichaceae,Orthotrichum,sprucei,dtol,,,,,,
Bryophyte,Orthotrichaceae,Orthotrichum,stramineum,dtol,,,,,,
Bryophyte,Orthotrichaceae,Orthotrichum,tenellum,dtol,,,,,,
Bryophyte,Orthotrichaceae,Plenogemma,phyllantha,dtol,yes,,,,,
